id fraud_flag transfer_id timestamp orig_account_id benef_account_id
526          0   xtr163993  28935833       X96278924        X78979904
218          0   xtr530330  19443326       X27769025        X18731538
698          0   xtr820176  24198163       X69808474        X83557012
687          0   xtr713544  20042017       X69808474        X57127079
676          0   xtr498981  16155600       X69808474        X48570047
426          0   xtr134897   3305384       X96278924        X40264579
103          0   xtr369017  24553847       X15452684        X90717446
552          0   xtr873301  35188739       X96278924        X12194404
197          0   xtr329878   9444199       X27769025        X34838585
347          0   xtr892452  27242289       X64608297        X74262211
472          0   xtr243340  14427168       X96278924        X33409071
115          0   xtr997021  30515270       X15452684        X63848056
381          0   xtr535447  11927093       X21701089        X52882781
94           0   xtr993855  20655787       X15452684        X18544316
61           0   xtr468672   3209898       X15452684        X14145034
680          0   xtr242040  17810431       X69808474        X83457670
527          0   xtr886792  29050708       X96278924        X35139993
677          0   xtr872872  16767162       X69808474        X69347974
247          0   xtr605957  30103239       X27769025        X14695609
620          0   xtr760739  36801025       X45605437        X47040754
60           0   xtr540492   3209768       X15452684        X10258280
484          0   xtr345736  16777789       X96278924        X97636029
473          0   xtr752181  14521667       X96278924        X44444693
89           0   xtr496788  17643118       X15452684        X93192042
481          0   xtr245456  16145266       X96278924        X20399067
53           0   xtr230381    879139       X15452684        X79567445
599          0   xtr658741  17542242       X45605437        X37428472
138          0   xtr394791  39067217       X15452684        X63848056
231          0   xtr628830  23083035       X27769025        X29624968
389          0   xtr686893  23322378       X21701089        X69573689
342          0   xtr509431  19990709       X64608297        X67176406
775          0   xtr832334  32397147       X98390105        X53422917
41           1   xtr907138  10704152       X51735094        X23634843
614          0   xtr384959  28274095       X45605437        X96222536
225          0   xtr718986  21965910       X27769025        X93192042
33           0   xtr130446   6400330       X51735094        X63848056
221          0   xtr357812  19445635       X27769025        X93192042
497          0   xtr869263  20295708       X96278924        X97636029
70           0   xtr586858   9781871       X15452684        X90717446
245          0   xtr619142  30103239       X27769025        X47066779
491          0   xtr147172  19454865       X96278924        X64783449
648          0   xtr302841   5282620       X69808474        X42873492
57           0   xtr453868   2265260       X15452684        X64168476
702          0   xtr929318  25753898       X69808474        X32073736
744          0   xtr773664  48490541       X69808474        X71927452
553          0   xtr551257  35328656       X96278924        X99932896
499          0   xtr267277  21782345       X96278924        X20399067
